numero;despacho;data
112015024201;9.1;2022-02-01
112015024255;9.1;2022-02-15
112015024443;11.2;2022-02-22
112015024463;9.1;2022-02-08
112015024489;9.1;2022-02-01
112015024791;9.1;2022-02-01
112015024881;9.1;2022-02-15
112015024947;9.1;2022-02-01
112015025022;9.1;2022-02-01
112015025326;9.1;2022-02-22
112015025456;9.1;2022-02-22
112015025552;9.1;2022-02-01
112015025560;9.1;2022-02-08
112015025697;9.1;2022-02-08
112015025740;9.1;2022-02-15
112015025912;9.1;2022-02-08
112015026023;9.2;2022-02-15
112015026164;9.1;2022-02-22
112015026264;9.1;2022-02-08
112015026292;9.1;2022-02-15
112015026374;9.1;2022-02-22
112015026633;9.1;2022-02-08
112015026726;11.2;2022-02-22
112015026877;9.1;2022-02-22
112015026986;9.1;2022-02-22
112015027239;9.1;2022-02-08
112015027590;9.1;2022-02-01
112015027658;9.1;2022-02-01
112015027695;9.1;2022-02-15
112015027741;9.1;2022-02-15
112015027744;9.1;2022-02-08
112015027851;9.1;2022-02-22
112015028096;9.1;2022-02-15
112015028145;9.1;2022-02-08
112015028305;11.2;2022-02-08
112015028307;9.1;2022-02-15
112015028426;9.1;2022-02-01
112015028472;9.1;2022-02-22
112015028507;9.1;2022-02-01
112015028524;9.1;2022-02-15
112015028550;9.1;2022-02-22
112015028626;9.2;2022-02-08
112015028737;9.1;2022-02-22
112015028916;9.1;2022-02-08
112015028948;9.1;2022-02-08
112015028949;9.1;2022-02-08
112015029074;9.1;2022-02-15
112015029142;9.1;2022-02-01
112015029218;9.1;2022-02-15
112015029496;9.1;2022-02-22
112015029843;9.1;2022-02-08
112015029866;9.1;2022-02-15
112015029909;9.1;2022-02-08
112015029944;9.2;2022-02-08
112015029946;9.1;2022-02-15
112015030015;9.1;2022-02-01
112015030018;9.1;2022-02-08
112015030098;9.1;2022-02-08
112015030252;9.1;2022-02-15
112015030297;9.2;2022-02-08
112015030302;9.1;2022-02-15
112015030399;9.1;2022-02-22
112015030433;9.1;2022-02-22
112015030543;9.1;2022-02-22
112015030671;9.1;2022-02-15
112015030691;9.1;2022-02-08
112015030831;9.1;2022-02-01
112015030841;9.2;2022-02-22
112015030924;9.1;2022-02-15
112015030953;9.1;2022-02-08
112015031076;9.1;2022-02-15
112015031081;9.2;2022-02-15
112015031143;9.2;2022-02-01
112015031220;9.1;2022-02-08
112015031227;9.1;2022-02-01
112015031231;9.1;2022-02-08
112015031234;9.1;2022-02-08
112015031280;9.1;2022-02-08
112015031361;9.1;2022-02-08
112015031406;9.1;2022-02-08
112015031453;9.2;2022-02-08
112015031500;9.1;2022-02-08
112015031550;9.1;2022-02-15
112015031703;9.1;2022-02-22
112015031706;9.1;2022-02-22
112015031756;11.2;2022-02-08
112015031780;9.1;2022-02-08
112015031902;9.1;2022-02-15
112015031947;9.1;2022-02-01
112015032001;9.1;2022-02-08
112015032026;9.1;2022-02-08
112015032095;9.1;2022-02-08
112015032169;9.1;2022-02-08
112015032261;9.1;2022-02-15
112015032296;9.1;2022-02-08
112015032371;9.1;2022-02-08
112015032547;9.1;2022-02-08
112015032573;9.1;2022-02-08
112015032662;9.1;2022-02-15
112015032811;9.2;2022-02-15
112015032816;9.1;2022-02-08
112015032873;9.1;2022-02-15
112015032901;9.1;2022-02-08
112015032926;9.1;2022-02-08
112016000089;11.2;2022-02-08
112016000123;9.1;2022-02-08
112016000359;9.1;2022-02-08
112016000383;9.1;2022-02-22
112016000412;9.1;2022-02-01
112016000510;9.1;2022-02-22
112016000715;9.1;2022-02-22
112016000736;9.1;2022-02-01
112016000773;9.1;2022-02-08
112016000839;11.2;2022-02-01
112016000897;9.1;2022-02-15
112016000936;9.1;2022-02-15
112016001555;9.1;2022-02-15
112016001952;9.1;2022-02-01
112016002356;9.1;2022-02-08
112016002517;9.1;2022-02-08
112016002708;9.1;2022-02-01
112016002859;9.1;2022-02-08
112016003163;9.2;2022-02-08
112016003428;9.1;2022-02-22
112016003570;9.1;2022-02-22
112016003687;9.1;2022-02-08
112016003714;9.1;2022-02-08
112016003848;9.1;2022-02-08
112016004268;9.1;2022-02-08
112016004440;9.1;2022-02-01
112016004784;9.2;2022-02-15
112016004847;9.1;2022-02-15
112016005019;9.1;2022-02-08
112016005030;9.1;2022-02-15
112016005072;9.1;2022-02-15
112016005084;9.1;2022-02-08
112016005153;9.1;2022-02-08
112016005187;9.1;2022-02-08
112016005212;9.2;2022-02-08
112016005267;9.1;2022-02-22
112016005279;9.1;2022-02-22
112016005285;9.1;2022-02-01
112016005505;9.1;2022-02-01
112016005629;9.1;2022-02-01
112016005656;9.1;2022-02-08
112016005657;9.1;2022-02-08
112016005672;9.1;2022-02-01
112016005777;9.1;2022-02-01
112016005810;9.1;2022-02-08
112016005940;9.1;2022-02-15
112016006084;9.1;2022-02-01
112016006158;9.1;2022-02-15
112016006425;9.1;2022-02-22
112016006697;9.1;2022-02-15
112016006755;9.1;2022-02-15
112016006967;9.1;2022-02-08
112016006968;9.1;2022-02-08
112016007168;11.2;2022-02-08
112016007276;9.1;2022-02-08
112016007278;9.1;2022-02-08
112016007279;9.1;2022-02-08
112016007317;9.1;2022-02-01
112016007334;9.1;2022-02-01
112016007424;9.1;2022-02-08
112016007546;9.1;2022-02-01
112016007579;9.2;2022-02-08
112016007599;9.1;2022-02-08
112016007680;9.1;2022-02-08
112016007705;9.1;2022-02-08
112016008009;9.1;2022-02-15
112016008099;9.1;2022-02-22
112016008471;9.1;2022-02-22
112016008529;9.1;2022-02-01
112016008533;9.1;2022-02-01
112016008607;9.1;2022-02-08
112016008635;9.1;2022-02-08
112016008639;9.1;2022-02-08
112016008726;9.1;2022-02-08
112016008760;9.1;2022-02-01
112016008798;9.1;2022-02-08
112016008819;9.1;2022-02-22
112016008925;9.1;2022-02-01
112016008927;9.1;2022-02-01
112016008974;9.1;2022-02-01
112016009005;9.2;2022-02-08
112016009073;9.1;2022-02-15
112016009206;9.1;2022-02-08
112016009269;9.1;2022-02-15
112016009479;9.1;2022-02-01
112016009588;9.1;2022-02-08
112016009592;9.1;2022-02-15
112016009713;9.1;2022-02-15
112016009826;9.1;2022-02-01
112016009885;9.1;2022-02-08
112016009988;9.1;2022-02-15
112016010018;9.1;2022-02-22
112016010081;9.1;2022-02-08
112016010171;9.1;2022-02-15
112016010285;9.2;2022-02-08
112016010365;9.2;2022-02-01
112016010653;9.1;2022-02-22
112016010711;9.1;2022-02-01
112016011133;9.1;2022-02-01
112016011136;11.2;2022-02-15
112016011226;9.1;2022-02-01
112016011275;9.1;2022-02-01
112016011479;9.1;2022-02-01
112016011660;9.1;2022-02-15
112016011661;9.1;2022-02-01
112016011696;9.1;2022-02-01
112016011701;9.1;2022-02-01
112016011742;9.2;2022-02-01
112016011849;9.1;2022-02-08
112016012268;9.1;2022-02-01
112016012282;9.1;2022-02-01
112016012324;9.1;2022-02-01
112016012388;9.1;2022-02-08
112016012405;9.1;2022-02-08
112016012438;9.1;2022-02-01
112016012443;9.1;2022-02-01
112016012488;9.1;2022-02-01
112016012534;9.1;2022-02-01
112016012557;9.1;2022-02-08
112016012598;9.1;2022-02-08
112016012743;9.2;2022-02-08
112016013004;9.1;2022-02-08
112016013075;9.1;2022-02-08
112016013274;9.1;2022-02-08
112016013351;9.1;2022-02-08
112016013421;9.1;2022-02-01
112016013482;9.1;2022-02-22
112016013566;9.1;2022-02-01
112016013588;9.1;2022-02-08
112016013717;9.1;2022-02-15
112016013738;9.1;2022-02-15
112016013978;9.1;2022-02-08
112016014030;9.1;2022-02-15
112016014051;9.1;2022-02-15
112016014131;9.1;2022-02-15
112016014209;9.2;2022-02-08
112016014218;9.1;2022-02-01
112016014228;9.1;2022-02-22
112016014243;9.2;2022-02-08
112016014252;9.1;2022-02-01
112016014309;9.1;2022-02-22
112016014352;9.1;2022-02-22
112016014482;9.1;2022-02-01
112016014483;9.2;2022-02-08
112016014694;9.1;2022-02-22
112016014817;9.1;2022-02-01
112016014877;9.1;2022-02-08
112016014879;9.1;2022-02-08
112016015054;9.1;2022-02-08
112016015195;9.1;2022-02-22
112016015382;9.1;2022-02-22
112016015445;9.2;2022-02-08
112016015632;9.1;2022-02-15
112016015676;9.1;2022-02-01
112016015688;9.1;2022-02-08
112016015798;9.1;2022-02-08
112016015843;9.1;2022-02-08
112016015889;9.1;2022-02-15
112016016199;9.1;2022-02-01
112016016291;9.1;2022-02-01
112016016384;9.1;2022-02-22
112016016403;9.1;2022-02-08
112016016407;9.2;2022-02-08
112016016534;9.1;2022-02-22
112016016551;9.1;2022-02-08
112016016591;9.1;2022-02-22
112016016685;9.1;2022-02-08
112016016761;9.1;2022-02-01
112016016900;9.1;2022-02-08
112016016974;9.1;2022-02-01
112016017082;9.1;2022-02-01
112016017106;9.1;2022-02-01
112016017121;9.1;2022-02-08
112016017449;9.1;2022-02-15
112016017458;9.1;2022-02-01
112016017469;9.1;2022-02-22
112016017513;9.1;2022-02-01
112016017657;9.1;2022-02-01
112016017660;9.1;2022-02-01
112016017696;9.1;2022-02-15
112016017713;9.1;2022-02-22
112016017913;9.1;2022-02-01
112016018125;9.1;2022-02-01
112016018137;9.1;2022-02-01
112016018485;9.1;2022-02-22
112016018686;9.1;2022-02-22
112016018758;9.1;2022-02-15
112016019007;9.1;2022-02-08
112016019065;9.1;2022-02-08
112016019073;9.1;2022-02-22
112016019106;9.1;2022-02-08
112016019207;9.1;2022-02-22
112016019225;9.1;2022-02-22
112016019403;9.1;2022-02-15
112016019543;9.1;2022-02-22
112016019552;9.1;2022-02-01
112016019639;9.1;2022-02-08
112016019697;9.1;2022-02-22
112016019705;9.1;2022-02-01
112016019712;9.1;2022-02-22
112016019715;9.1;2022-02-15
112016019919;9.1;2022-02-08
112016020116;9.1;2022-02-15
112016020196;9.1;2022-02-01
112016020208;9.1;2022-02-15
112016020390;9.1;2022-02-08
112016020658;9.1;2022-02-08
112016020760;9.1;2022-02-08
112016020813;9.1;2022-02-22
112016021052;9.1;2022-02-08
112016021159;9.1;2022-02-08
112016021810;9.1;2022-02-15
112016021870;9.1;2022-02-22
112016021887;9.1;2022-02-22
112016021888;9.1;2022-02-08
112016021953;9.1;2022-02-22
112016022019;9.1;2022-02-08
112016022075;9.1;2022-02-15
112016022255;9.1;2022-02-08
112016022374;9.1;2022-02-01
112016022482;9.1;2022-02-08
112016022577;9.1;2022-02-01
112016022590;9.1;2022-02-08
112016022593;9.1;2022-02-15
112016022698;11.2;2022-02-08
112016022774;9.1;2022-02-22
112016022909;9.1;2022-02-01
112016022966;9.1;2022-02-01
112016023136;9.1;2022-02-22
112016023253;9.1;2022-02-22
112016023263;9.1;2022-02-01
112016023294;9.1;2022-02-22
112016023356;9.1;2022-02-22
112016023449;9.2;2022-02-22
112016023471;9.1;2022-02-15
112016023537;9.1;2022-02-08
112016023566;9.1;2022-02-22
112016024036;11.2;2022-02-01
112016024105;9.1;2022-02-08
112016024225;9.1;2022-02-01
112016024258;9.1;2022-02-08
112016024260;9.1;2022-02-15
112016024273;9.1;2022-02-01
112016024398;9.1;2022-02-01
112016024403;9.1;2022-02-08
112016024524;9.1;2022-02-08
112016024559;9.1;2022-02-22
112016024612;9.1;2022-02-01
112016024628;9.1;2022-02-15
112016024688;9.1;2022-02-22
112016024764;9.1;2022-02-01
112016024776;9.1;2022-02-08
112016024785;9.1;2022-02-01
112016024805;9.1;2022-02-15
112016024837;9.1;2022-02-01
112016024881;9.1;2022-02-08
112016024897;9.1;2022-02-01
112016024927;9.1;2022-02-08
112016024938;9.1;2022-02-15
112016024939;9.1;2022-02-22
112016024989;9.1;2022-02-15
112016025017;9.1;2022-02-08
112016025078;9.1;2022-02-08
112016025081;9.1;2022-02-22
112016025487;9.2;2022-02-08
112016025500;9.1;2022-02-15
112016025523;9.1;2022-02-01
112016025597;9.1;2022-02-22
112016025646;9.1;2022-02-08
112016025669;9.1;2022-02-01
112016025754;9.1;2022-02-01
112016025896;9.1;2022-02-08
112016025990;9.2;2022-02-15
112016026315;9.1;2022-02-08
112016026425;9.1;2022-02-08
112016026462;9.1;2022-02-08
112016026608;9.1;2022-02-08
112016026799;9.1;2022-02-08
112016026807;9.1;2022-02-08
112016026843;9.1;2022-02-08
112016026912;9.1;2022-02-08
112016026975;9.1;2022-02-22
112016027187;9.1;2022-02-15
112016027296;9.1;2022-02-01
112016027297;9.1;2022-02-08
112016027337;9.1;2022-02-15
112016027341;9.1;2022-02-01
112016027356;9.1;2022-02-08
112016027471;9.1;2022-02-08
112016027584;9.1;2022-02-08
112016027659;9.1;2022-02-01
112016027672;9.1;2022-02-01
112016027695;9.1;2022-02-01
112016027743;9.1;2022-02-22
112016027748;9.1;2022-02-08
112016027865;9.1;2022-02-08
112016027916;9.1;2022-02-08
112016027987;9.1;2022-02-01
112016028018;9.1;2022-02-22
112016028098;9.1;2022-02-22
112016028132;9.1;2022-02-01
112016028200;9.1;2022-02-15
112016028206;9.1;2022-02-08
112016028339;9.1;2022-02-22
112016028422;9.1;2022-02-01
112016028533;9.2;2022-02-01
112016028775;9.1;2022-02-08
112016028836;9.1;2022-02-01
112016028922;9.2;2022-02-22
112016028999;9.1;2022-02-08
112016029111;9.1;2022-02-08
112016029127;9.1;2022-02-08
112016029224;9.1;2022-02-01
112016029342;9.1;2022-02-08
112016029422;9.1;2022-02-22
112016029509;9.1;2022-02-08
112016029653;9.1;2022-02-08
112016029719;9.2;2022-02-01
112016029723;9.1;2022-02-08
112016029769;9.1;2022-02-01
112016029847;9.1;2022-02-08
112016029891;9.1;2022-02-15
112016029940;9.1;2022-02-01
112016030087;9.1;2022-02-22
112016030294;9.2;2022-02-22
112016030322;9.1;2022-02-22
112016030327;9.1;2022-02-22
112016030452;9.1;2022-02-22
112016030477;9.1;2022-02-15
112016030543;9.1;2022-02-08
112016030654;9.1;2022-02-15
112016030682;9.1;2022-02-22
112016030759;9.1;2022-02-08
112016030808;9.2;2022-02-15
112016030861;9.1;2022-02-08
112016030953;9.1;2022-02-01
112017000033;9.1;2022-02-01
112017000171;9.1;2022-02-01
112017000219;9.2;2022-02-15
112017000232;9.1;2022-02-01
112017000261;9.1;2022-02-08
112017000317;9.1;2022-02-01
112017000345;9.1;2022-02-01
112017000402;9.2;2022-02-08
112017000799;9.1;2022-02-15
112017000848;9.1;2022-02-22
112017000887;9.1;2022-02-15
112017000900;9.1;2022-02-01
112017000980;9.1;2022-02-22
112017000984;9.1;2022-02-08
112017001133;9.1;2022-02-15
112017001191;9.1;2022-02-15
112017001289;9.1;2022-02-01
112017001337;9.1;2022-02-15
112017001396;9.1;2022-02-01
112017001456;9.1;2022-02-22
112017001519;9.1;2022-02-08
112017001656;9.1;2022-02-08
112017001872;9.1;2022-02-08
112017001959;9.1;2022-02-08
112017002039;9.1;2022-02-15
112017002040;9.1;2022-02-08
112017002086;9.1;2022-02-22
112017002140;9.1;2022-02-01
112017002141;9.1;2022-02-01
112017002282;9.1;2022-02-08
112017002367;9.1;2022-02-22
112017002760;9.2;2022-02-22
112017002774;9.1;2022-02-08
112017002928;9.1;2022-02-01
112017002961;9.1;2022-02-08
112017003024;9.1;2022-02-22
112017003057;9.1;2022-02-01
112017003142;9.1;2022-02-15
112017003221;9.1;2022-02-01
112017003279;11.2;2022-02-01
112017003285;9.1;2022-02-08
112017003303;9.1;2022-02-08
112017003521;9.1;2022-02-22
112017003825;9.1;2022-02-22
112017003836;9.1;2022-02-08
112017003918;9.1;2022-02-08
112017003934;9.1;2022-02-08
112017003945;9.1;2022-02-08
112017004106;9.1;2022-02-22
112017004118;9.1;2022-02-22
112017004141;9.1;2022-02-08
112017004200;9.1;2022-02-22
112017004206;9.1;2022-02-01
112017004222;9.1;2022-02-22
112017004232;9.1;2022-02-08
112017004240;9.1;2022-02-22
112017004244;9.1;2022-02-01
112017004278;9.1;2022-02-08
112017004321;9.1;2022-02-15
112017004403;9.1;2022-02-15
112017004493;9.1;2022-02-22
112017004547;9.1;2022-02-08
112017004618;9.1;2022-02-08
112017004686;9.1;2022-02-01
112017004790;9.1;2022-02-15
112017004836;9.1;2022-02-15
112017004841;9.1;2022-02-01
112017005079;11.2;2022-02-08
112017005223;9.1;2022-02-08
112017005316;9.1;2022-02-01
112017005332;9.1;2022-02-15
112017005335;9.1;2022-02-01
112017005398;9.1;2022-02-01
112017005427;9.1;2022-02-01
112017005545;9.1;2022-02-22
112017005566;9.1;2022-02-22
112017005643;9.1;2022-02-01
112017005656;9.2;2022-02-08
112017005669;9.1;2022-02-22
112017005734;9.1;2022-02-01
112017005754;9.1;2022-02-01
112017005853;9.1;2022-02-08
112017005871;9.1;2022-02-22
112017005976;9.1;2022-02-22
112017005979;9.1;2022-02-22
112017006012;9.1;2022-02-15
112017006129;9.1;2022-02-22
112017006139;9.1;2022-02-22
112017006155;9.2;2022-02-22
112017006163;9.1;2022-02-22
112017006337;9.1;2022-02-08
112017006487;9.1;2022-02-15
112017006511;9.1;2022-02-15
112017006645;9.1;2022-02-01
112017006739;9.1;2022-02-15
112017006750;9.1;2022-02-08
112017006840;9.1;2022-02-01
112017006916;9.2;2022-02-01
112017007193;9.1;2022-02-08
112017007296;9.1;2022-02-15
112017007544;9.1;2022-02-08
112017007652;9.1;2022-02-08
112017007732;9.1;2022-02-01
112017007763;9.1;2022-02-22
112017007851;9.1;2022-02-22
112017007893;9.1;2022-02-08
112017007918;9.1;2022-02-15
112017007957;9.1;2022-02-15
112017008088;9.1;2022-02-08
112017008250;9.1;2022-02-22
112017008344;9.1;2022-02-15
112017008376;9.1;2022-02-08
112017008434;9.1;2022-02-22
112017008494;9.2;2022-02-08
112017008669;9.1;2022-02-01
112017008758;9.1;2022-02-08
112017008879;9.1;2022-02-22
112017008913;9.1;2022-02-01
112017008916;9.1;2022-02-01
112017009043;9.1;2022-02-22
112017009215;9.1;2022-02-08
112017009220;9.1;2022-02-22
112017009258;9.1;2022-02-22
112017009320;9.2;2022-02-08
112017009354;9.1;2022-02-22
112017009489;9.1;2022-02-22
112017009620;9.1;2022-02-01
112017009723;9.1;2022-02-22
112017009939;9.1;2022-02-22
112017010044;9.1;2022-02-01
112017010283;9.1;2022-02-08
112017010306;9.1;2022-02-22
112017010362;9.1;2022-02-08
112017010381;9.2;2022-02-08
112017010446;9.1;2022-02-08
112017010459;9.1;2022-02-08
112017010492;9.1;2022-02-08
112017010546;9.1;2022-02-15
112017010675;9.1;2022-02-08
112017010681;9.1;2022-02-22
112017010711;9.1;2022-02-01
112017010766;9.1;2022-02-15
112017010786;9.1;2022-02-22
112017010880;9.1;2022-02-08
112017010936;9.1;2022-02-08
112017010947;9.2;2022-02-08
112017011041;9.1;2022-02-01
112017011067;9.2;2022-02-15
112017011185;9.1;2022-02-08
112017011440;9.1;2022-02-15
112017011442;9.1;2022-02-15
112017011615;9.1;2022-02-08
112017011636;9.1;2022-02-15
112017011713;9.1;2022-02-01
112017011775;9.1;2022-02-08
112017011905;9.2;2022-02-08
112017011964;9.1;2022-02-08
112017011983;9.1;2022-02-08
112017012079;9.1;2022-02-08
112017012138;9.2;2022-02-22
112017012187;9.1;2022-02-08
112017012191;9.1;2022-02-15
112017012207;9.1;2022-02-01
112017012243;9.1;2022-02-15
112017012245;11.2;2022-02-01
112017012270;9.1;2022-02-22
112017012273;9.1;2022-02-22
112017012274;9.1;2022-02-22
112017012299;9.1;2022-02-15
112017012490;9.1;2022-02-01
112017012508;9.1;2022-02-01
112017012526;9.1;2022-02-08
112017012598;9.1;2022-02-22
112017012703;9.1;2022-02-08
112017012828;9.2;2022-02-08
112017012864;9.1;2022-02-08
112017012913;9.1;2022-02-08
112017012985;9.1;2022-02-08
112017013016;9.1;2022-02-08
112017013088;9.1;2022-02-15
112017013345;9.1;2022-02-01
112017013392;9.1;2022-02-08
112017013415;9.1;2022-02-22
112017013477;9.1;2022-02-08
112017013486;9.1;2022-02-08
112017013539;9.2;2022-02-08
112017013570;9.1;2022-02-08
112017013591;9.1;2022-02-22
112017013614;9.1;2022-02-15
112017013705;9.1;2022-02-15
112017013760;9.1;2022-02-08
112017013859;9.1;2022-02-15
112017013860;9.1;2022-02-15
112017013899;9.1;2022-02-08
112017013934;9.1;2022-02-08
112017013958;9.1;2022-02-08
112017014040;9.1;2022-02-15
112017014046;9.1;2022-02-08
112017014198;9.1;2022-02-22
112017014426;9.1;2022-02-08
112017014428;9.1;2022-02-22
112017014475;9.2;2022-02-08
112017014653;9.1;2022-02-08
112017014940;9.1;2022-02-22
112017014941;9.1;2022-02-01
112017015181;9.1;2022-02-22
112017015502;9.1;2022-02-22
112017015555;9.1;2022-02-08
112017015558;9.1;2022-02-08
112017015598;9.1;2022-02-01
112017015951;9.1;2022-02-22
112017015990;9.1;2022-02-08
112017015999;9.1;2022-02-01
112017016029;9.1;2022-02-01
112017016171;9.2;2022-02-22
112017016175;9.2;2022-02-22
112017016291;9.2;2022-02-22
112017016364;9.1;2022-02-22
112017016382;9.1;2022-02-22
112017016453;9.1;2022-02-08
112017016520;9.1;2022-02-15
112017016562;9.1;2022-02-15
112017016711;9.1;2022-02-08
112017016723;9.1;2022-02-08
112017016864;9.1;2022-02-08
112017016891;9.1;2022-02-08
112017016929;9.1;2022-02-01
112017017170;9.1;2022-02-22
112017017242;9.1;2022-02-08
112017017268;9.1;2022-02-22
112017017446;9.1;2022-02-15
112017017456;9.1;2022-02-01
112017017462;9.1;2022-02-15
112017017482;9.1;2022-02-15
112017017850;9.1;2022-02-15
112017017910;9.1;2022-02-01
112017018282;9.1;2022-02-22
112017018284;9.1;2022-02-08
112017018331;9.1;2022-02-08
112017018363;9.1;2022-02-22
112017018423;9.1;2022-02-22
112017018429;9.1;2022-02-22
112017018499;9.1;2022-02-08
112017018570;9.1;2022-02-08
112017018592;9.1;2022-02-08
112017018609;9.2;2022-02-08
112017018627;9.1;2022-02-08
112017018760;9.1;2022-02-22
112017018941;9.1;2022-02-15
112017019034;9.2;2022-02-08
112017019173;9.1;2022-02-01
112017019246;9.1;2022-02-15
112017019284;9.1;2022-02-22
112017019482;9.2;2022-02-08
112017019519;9.1;2022-02-01
112017019546;9.1;2022-02-08
112017019658;9.1;2022-02-01
112017019745;9.1;2022-02-08
112017019859;9.1;2022-02-01
112017019892;9.1;2022-02-01
112017019905;9.1;2022-02-15
112017019986;9.1;2022-02-22
112017020123;9.1;2022-02-15
112017020141;9.1;2022-02-15
112017020142;9.1;2022-02-08
112017020172;9.1;2022-02-08
112017020330;9.1;2022-02-15
112017020385;9.1;2022-02-08
112017020386;9.1;2022-02-08
112017020435;9.1;2022-02-08
112017020542;9.1;2022-02-01
112017020601;9.2;2022-02-08
112017020612;9.1;2022-02-08
112017020616;9.1;2022-02-08
112017020750;9.2;2022-02-08
112017020869;9.1;2022-02-15
112017020882;9.1;2022-02-22
112017020937;9.1;2022-02-01
112017021060;9.1;2022-02-15
112017021124;9.1;2022-02-01
112017021137;9.1;2022-02-08
112017021368;9.1;2022-02-08
112017021504;9.1;2022-02-08
112017021652;9.1;2022-02-22
112017021892;9.1;2022-02-01
112017022016;9.1;2022-02-15
112017022046;9.1;2022-02-08
112017022056;9.1;2022-02-08
112017022080;9.1;2022-02-08
112017022203;9.1;2022-02-08
112017022241;9.1;2022-02-22
112017022301;9.1;2022-02-22
112017022678;9.1;2022-02-22
112017022752;9.1;2022-02-08
112017022783;9.1;2022-02-22
112017022898;9.1;2022-02-22
112017023011;9.1;2022-02-08
112017023062;9.1;2022-02-22
112017023115;9.1;2022-02-15
112017023154;9.1;2022-02-22
112017023160;9.1;2022-02-22
112017023213;9.1;2022-02-22
112017023278;9.1;2022-02-22
112017023285;9.1;2022-02-08
112017023290;9.1;2022-02-15
112017023307;9.1;2022-02-15
112017023310;9.1;2022-02-01
112017023369;9.1;2022-02-08
112017023386;9.1;2022-02-15
112017023437;9.1;2022-02-01
112017023546;9.1;2022-02-15
112017023548;9.1;2022-02-08
112017023620;9.1;2022-02-08
112017023648;9.1;2022-02-08
112017023668;9.1;2022-02-08
112017023707;9.1;2022-02-22
112017023782;9.1;2022-02-15
112017023878;9.1;2022-02-01
112017023900;11.2;2022-02-08
112017023926;9.1;2022-02-01
112017024009;9.1;2022-02-08
112017024036;9.1;2022-02-15
112017024156;9.1;2022-02-15
112017024172;9.1;2022-02-08
112017024204;9.2;2022-02-08
112017024339;11.2;2022-02-15
112017024403;9.1;2022-02-08
112017024689;9.1;2022-02-22
112017024694;9.1;2022-02-01
112017024696;9.1;2022-02-01
112017024712;9.1;2022-02-22
112017024741;9.1;2022-02-08
112017024749;9.1;2022-02-15
112017024777;9.2;2022-02-15
112017024848;9.1;2022-02-01
112017024975;9.1;2022-02-15
112017024985;9.1;2022-02-08
112017025161;9.1;2022-02-01
112017025162;9.1;2022-02-01
112017025237;9.1;2022-02-08
112017025274;9.1;2022-02-15
112017025325;9.1;2022-02-01
112017025342;9.2;2022-02-08
112017025376;9.1;2022-02-22
112017025397;9.1;2022-02-08
112017025433;9.1;2022-02-22
112017025434;9.1;2022-02-08
112017025516;9.1;2022-02-08
112017025558;11.2;2022-02-08
112017025561;9.1;2022-02-22
112017025563;9.1;2022-02-08
112017025669;9.1;2022-02-22
112017025705;9.1;2022-02-22
112017025711;9.1;2022-02-15
112017025737;9.1;2022-02-15
112017025741;11.2;2022-02-08
112017025804;9.1;2022-02-15
112017025819;9.1;2022-02-08
112017025931;9.1;2022-02-22
112017025948;9.1;2022-02-08
112017026110;9.1;2022-02-22
112017026418;9.1;2022-02-22
112017026490;9.1;2022-02-22
112017026519;9.1;2022-02-15
112017026522;9.1;2022-02-08
112017026548;9.1;2022-02-22
112017026564;9.1;2022-02-22
112017026574;9.1;2022-02-22
112017026707;9.1;2022-02-08
112017026877;9.1;2022-02-01
112017026891;9.1;2022-02-15
112017027041;9.1;2022-02-01
112017027073;9.1;2022-02-15
112017027155;11.2;2022-02-08
112017027362;9.1;2022-02-22
112017027368;9.1;2022-02-15
112017027415;9.1;2022-02-08
112017027473;9.1;2022-02-08
112017027477;9.2;2022-02-22
112017027508;9.1;2022-02-08
112017027510;9.1;2022-02-08
112017027546;9.1;2022-02-15
112017027636;9.1;2022-02-08
112017027802;9.1;2022-02-01
112017027875;9.1;2022-02-15
112017027968;9.2;2022-02-08
112017028001;9.1;2022-02-08
112017028142;9.1;2022-02-22
112017028146;9.1;2022-02-15
112017028417;9.1;2022-02-15
112017028501;9.1;2022-02-08
112018000108;9.1;2022-02-01
112018000126;9.1;2022-02-08
112018000364;9.1;2022-02-15
112018000373;9.1;2022-02-15
112018000382;9.1;2022-02-15
112018000448;9.1;2022-02-08
112018000630;9.1;2022-02-22
112018000668;9.1;2022-02-08
112018000681;11.2;2022-02-08
112018000845;9.1;2022-02-08
112018000856;9.1;2022-02-08
112018000869;11.2;2022-02-08
112018000891;11.2;2022-02-08
112018000930;9.1;2022-02-08
112018001023;9.1;2022-02-08
112018001150;9.1;2022-02-08
112018001211;9.1;2022-02-22
112018001218;9.1;2022-02-15
112018001227;9.1;2022-02-15
112018001265;9.1;2022-02-15
112018001961;9.1;2022-02-15
112018001967;9.1;2022-02-15
112018002010;9.1;2022-02-08
112018002019;9.1;2022-02-22
112018002313;9.1;2022-02-15
112018002498;9.1;2022-02-08
112018002507;9.1;2022-02-22
112018002542;9.1;2022-02-22
112018002571;9.1;2022-02-08
112018002750;9.1;2022-02-08
112018002890;9.2;2022-02-15
112018003216;9.1;2022-02-08
112018003344;9.1;2022-02-15
112018003346;9.1;2022-02-01
112018003440;9.2;2022-02-15
112018003909;9.1;2022-02-01
112018003940;9.1;2022-02-22
112018003980;9.1;2022-02-01
112018004010;9.1;2022-02-15
112018004058;9.1;2022-02-08
112018004213;9.1;2022-02-15
112018004237;9.1;2022-02-15
112018004351;9.1;2022-02-01
